wrong 	spelling 	7.5secs 	ninety 	n_____ 	!= 	_nnety 	RunAve=runAve spelling: 0/1  0% 7.5secs 	Tue Jan 12 2021 21:58:42 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	chili:1 	c____ 	== 	_hili 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.3secs 	Wed Feb 03 2021 10:41:34 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.9secs 	facsimile:1 	f________ 	== 	_acsimile 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.3secs 	Wed Feb 03 2021 10:41:58 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	2.2secs 	apogee:1 	a_____ 	!= 	_poge 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.3secs 	Wed Feb 03 2021 10:42:21 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	apogee:1 	a_____ 	== 	_pogee 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.3secs 	Wed Feb 03 2021 10:44:21 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.6secs 	apogee:5decreasing 	apoge_ 	== 	_____e 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.3secs 	Wed Feb 03 2021 10:44:43 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	apogee:4decreasing 	apog__ 	== 	____ee 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.0secs 	Wed Feb 03 2021 10:44:57 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.6secs 	apogee:3decreasing 	apo___ 	== 	___gee 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.0secs 	Wed Feb 03 2021 10:45:10 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	apogee:2decreasing 	ap____ 	== 	__ogee 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.9secs 	Wed Feb 03 2021 10:45:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	apogee:1decreasing 	a_____ 	== 	_pogee 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.9secs 	Wed Feb 03 2021 10:45:37 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.9secs 	apogee:0next-letter 	______ 	== 	a 	RunAve=runAve spelling:next-letter:5: 9/9 100% 3.9secs 	Wed Feb 03 2021 10:45:51 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.6secs 	apogee:1next-letter 	a_____ 	== 	p 	RunAve=runAve spelling:next-letter:5: 10/10 100% 3.8secs 	Wed Feb 03 2021 10:46:05 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.6secs 	apogee:2next-letter 	ap____ 	== 	o 	RunAve=runAve spelling:next-letter:5: 11/11 100% 3.7secs 	Wed Feb 03 2021 10:46:18 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	3.1secs 	apogee:3next-letter 	apo___ 	== 	g 	RunAve=runAve spelling:next-letter:5: 12/12 100% 3.7secs 	Wed Feb 03 2021 10:46:33 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.4secs 	apogee:4next-letter 	apog__ 	== 	e 	RunAve=runAve spelling:next-letter:5: 13/13 100% 3.6secs 	Wed Feb 03 2021 10:46:46 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.2secs 	apogee:5next-letter 	apoge_ 	== 	e 	RunAve=runAve spelling:next-letter:5: 14/14 100% 3.5secs 	Wed Feb 03 2021 10:46:59 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	apogee:1 	a_____ 	== 	_pogee 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.9secs 	Wed Feb 03 2021 10:48:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	retrace:4 	retr___ 	== 	____ace 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.6secs 	Wed Feb 03 2021 10:48:13 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	factual:1 	f______ 	== 	_actual 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.6secs 	Wed Feb 03 2021 10:48:37 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	malicious:1 	m________ 	== 	_alicious 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.6secs 	Wed Feb 03 2021 10:49:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	squall:3 	squ___ 	== 	___all 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.4secs 	Wed Feb 03 2021 10:49:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.7secs 	quiet:1 	q____ 	== 	_uiet 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.4secs 	Wed Feb 03 2021 10:50:40 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	mopped:1 	m_____ 	== 	_opped 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.3secs 	Wed Feb 03 2021 10:52:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.2secs 	characteristic:8 	characte______ 	== 	________ristic 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.4secs 	Wed Feb 03 2021 10:56:22 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.0secs 	appoint:1 	a______ 	== 	_ppoint 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.4secs 	Wed Feb 03 2021 10:56:47 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.8secs 	machine:1 	m______ 	== 	_achine 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.4secs 	Wed Feb 03 2021 10:59:00 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	billow:1 	b_____ 	== 	_illow 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.5secs 	Wed Feb 03 2021 10:59:25 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.9secs 	wholesale:4 	whol_____ 	== 	____esale 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.5secs 	Wed Feb 03 2021 10:59:49 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.5secs 	manageable:1 	m_________ 	== 	_anageable 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.5secs 	Wed Feb 03 2021 11:02:03 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	our:1 	o__ 	== 	_ur 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.6secs 	Wed Feb 03 2021 11:02:27 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	necessarily:5 	neces______ 	== 	_____sarily 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.5secs 	Wed Feb 03 2021 11:02:50 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	synopsis:1 	s_______ 	== 	_ynopsis 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.6secs 	Wed Feb 03 2021 11:03:14 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	loophole:2 	lo______ 	== 	__ophole 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.6secs 	Wed Feb 03 2021 11:03:37 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	machine:4 	mach___ 	== 	____ine 	RunAve=runAve spelling:chat-only:5: 24/25 96% 2.5secs 	Wed Feb 03 2021 11:04:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	height:1 	h_____ 	== 	_eight 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.5secs 	Wed Feb 03 2021 11:04:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.7secs 	towel:1 	t____ 	== 	_owel 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.5secs 	Wed Feb 03 2021 11:04:47 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.8secs 	opposite:1 	o_______ 	== 	_pposite 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.5secs 	Wed Feb 03 2021 11:05:11 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.9secs 	excel:1 	e____ 	== 	_xcel 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.5secs 	Wed Feb 03 2021 11:05:34 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.6secs 	excite:2 	ex____ 	== 	__cite 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.5secs 	Wed Feb 03 2021 11:05:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.5secs 	mistreat:3 	mis_____ 	== 	___treat 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.6secs 	Wed Feb 03 2021 11:07:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.9secs 	sequel:2 	se____ 	== 	__quel 	RunAve=runAve spelling:chat-only:5: 25/25 100% 2.7secs 	Wed Feb 03 2021 11:07:48 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.9secs 	sculptor:1 	s_______ 	== 	_culptor 	RunAve=runAve spelling:chat-only:5: 1/1 100% 1.9secs 	Wed Feb 03 2021 12:42:10 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.7secs 	coffee:2 	co____ 	== 	__ffee 	RunAve=runAve spelling:chat-only:5: 2/2 100% 1.8secs 	Wed Feb 03 2021 12:42:33 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	spherical:3 	sph______ 	== 	___erical 	RunAve=runAve spelling:chat-only:5: 3/3 100% 2.1secs 	Wed Feb 03 2021 12:42:57 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	19.7secs 	autumn:1 	a_____ 	== 	_utumn 	RunAve=runAve spelling:chat-only:5: 4/4 100% 6.5secs 	Wed Feb 03 2021 12:47:28 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	innocent:1 	i_______ 	== 	_nnocent 	RunAve=runAve spelling:chat-only:5: 5/5 100% 5.7secs 	Wed Feb 03 2021 12:47:52 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	6.6secs 	lieutenant:5 	lieut_____ 	== 	_____enant 	RunAve=runAve spelling:chat-only:5: 6/6 100% 5.9secs 	Wed Feb 03 2021 12:48:20 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	laugh:1 	l____ 	== 	_augh 	RunAve=runAve spelling:chat-only:5: 7/7 100% 5.5secs 	Wed Feb 03 2021 12:48:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.0secs 	havoc:1 	h____ 	== 	_avoc 	RunAve=runAve spelling:chat-only:5: 8/8 100% 5.4secs 	Wed Feb 03 2021 12:49:09 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	anonymous:4 	anon_____ 	== 	____ymous 	RunAve=runAve spelling:chat-only:5: 9/9 100% 5.0secs 	Wed Feb 03 2021 12:51:31 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.8secs 	bankruptcy:4 	bank______ 	== 	____ruptcy 	RunAve=runAve spelling:chat-only:5: 10/10 100% 4.9secs 	Wed Feb 03 2021 12:51:56 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	plausible:5 	plaus____ 	== 	_____ible 	RunAve=runAve spelling:chat-only:5: 11/11 100% 4.6secs 	Wed Feb 03 2021 12:52:19 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	chasm:2 	ch___ 	== 	__asm 	RunAve=runAve spelling:chat-only:5: 12/12 100% 4.4secs 	Wed Feb 03 2021 12:52:43 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.0secs 	pleasure:1 	p_______ 	== 	_leasure 	RunAve=runAve spelling:chat-only:5: 13/13 100% 4.3secs 	Wed Feb 03 2021 12:53:07 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	female:1 	f_____ 	== 	_emale 	RunAve=runAve spelling:chat-only:5: 14/14 100% 4.2secs 	Wed Feb 03 2021 12:54:11 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.3secs 	bravely:1 	b______ 	== 	_ravely 	RunAve=runAve spelling:chat-only:5: 15/15 100% 4.1secs 	Wed Feb 03 2021 12:55:31 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.1secs 	poultry:1 	p______ 	== 	_oultry 	RunAve=runAve spelling:chat-only:5: 16/16 100% 4.1secs 	Wed Feb 03 2021 12:55:56 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.0secs 	analysis:1 	a_______ 	== 	_nalysis 	RunAve=runAve spelling:chat-only:5: 17/17 100% 4.1secs 	Wed Feb 03 2021 12:56:22 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.0secs 	routine:1 	r______ 	== 	_outine 	RunAve=runAve spelling:chat-only:5: 18/18 100% 4.1secs 	Wed Feb 03 2021 12:57:33 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.2secs 	usual:2 	us___ 	== 	__ual 	RunAve=runAve spelling:chat-only:5: 19/19 100% 4.1secs 	Wed Feb 03 2021 12:57:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	campaign:2 	ca______ 	== 	__mpaign 	RunAve=runAve spelling:chat-only:5: 20/20 100% 4.0secs 	Wed Feb 03 2021 12:58:22 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.7secs 	shoe:1 	s___ 	== 	_hoe 	RunAve=runAve spelling:chat-only:5: 21/21 100% 3.9secs 	Wed Feb 03 2021 12:58:45 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.1secs 	anonymous:1 	a________ 	== 	_nonymous 	RunAve=runAve spelling:chat-only:5: 22/22 100% 3.9secs 	Wed Feb 03 2021 12:59:53 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	bake:1 	b___ 	== 	_ake 	RunAve=runAve spelling:chat-only:5: 23/23 100% 3.9secs 	Wed Feb 03 2021 13:00:18 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.3secs 	underdog:4 	unde____ 	== 	____rdog 	RunAve=runAve spelling:chat-only:5: 24/24 100% 3.9secs 	Wed Feb 03 2021 13:01:34 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	innocent:2 	in______ 	== 	__nocent 	RunAve=runAve spelling:chat-only:5: 25/25 100% 3.9secs 	Wed Feb 03 2021 13:03:53 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	5.3secs 	newspaper:1 	n________ 	== 	_ewspaper 	RunAve=runAve spelling:chat-only:5: 25/25 100% 4.1secs 	Wed Feb 03 2021 13:04:20 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	3.1secs 	achieving:1 	a________ 	!= 	_cheiving 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.1secs 	Wed Feb 03 2021 13:09:29 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.4secs 	achieving:1 	a________ 	== 	_chieving 	RunAve=runAve spelling:chat-only:5: 24/25 96% 4.2secs 	Wed Feb 03 2021 13:09:40 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.3secs 	achieving:8decreasing 	achievin_ 	== 	________g 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.4secs 	Wed Feb 03 2021 13:10:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.2secs 	achieving:7decreasing 	achievi__ 	== 	_______ng 	RunAve=runAve spelling:chat-only:5: 24/25 96% 3.4secs 	Wed Feb 03 2021 13:10:14 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.6secs 	match:1 	m____ 	== 	_atch 	RunAve=runAve spelling:chat-only:5: 1/1 100% 1.6secs 	Wed Feb 03 2021 13:18:35 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	eye:1 	e__ 	== 	_ye 	RunAve=runAve spelling:chat-only:5: 2/2 100% 1.9secs 	Wed Feb 03 2021 13:22:56 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.8secs 	exchange:1 	e_______ 	== 	_xchange 	RunAve=runAve spelling:chat-only:5: 3/3 100% 1.9secs 	Wed Feb 03 2021 13:26:16 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	4.0secs 	nourish:3 	nou____ 	== 	___rish 	RunAve=runAve spelling:chat-only:5: 4/4 100% 2.4secs 	Wed Feb 03 2021 13:26:41 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	offense:2 	of_____ 	== 	__fense 	RunAve=runAve spelling:chat-only:5: 5/5 100% 2.6secs 	Wed Feb 03 2021 13:27:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	mystery:3 	mys____ 	== 	___tery 	RunAve=runAve spelling:chat-only:5: 6/6 100% 2.5secs 	Wed Feb 03 2021 13:32:16 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.0secs 	portion:4 	port___ 	== 	____ion 	RunAve=runAve spelling:chat-only:5: 7/7 100% 2.6secs 	Wed Feb 03 2021 13:35:38 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	heifer:1 	h_____ 	== 	_eifer 	RunAve=runAve spelling:chat-only:5: 8/8 100% 2.5secs 	Wed Feb 03 2021 13:36:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	quiet:1 	q____ 	== 	_uiet 	RunAve=runAve spelling:chat-only:5: 9/9 100% 2.5secs 	Wed Feb 03 2021 13:36:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	8.3secs 	splinter:5 	splin___ 	== 	_____ter 	RunAve=runAve spelling:chat-only:5: 10/10 100% 3.1secs 	Wed Feb 03 2021 13:36:54 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	gaseous:1 	g______ 	== 	_aseous 	RunAve=runAve spelling:chat-only:5: 11/11 100% 3.0secs 	Wed Feb 03 2021 13:37:17 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.3secs 	stammer:2 	st_____ 	== 	__ammer 	RunAve=runAve spelling:chat-only:5: 12/12 100% 2.9secs 	Wed Feb 03 2021 13:38:37 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	submission:6 	submis____ 	== 	______sion 	RunAve=runAve spelling:chat-only:5: 13/13 100% 2.9secs 	Wed Feb 03 2021 13:39:01 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.2secs 	accost:2 	ac____ 	== 	__cost 	RunAve=runAve spelling:chat-only:5: 14/14 100% 2.8secs 	Wed Feb 03 2021 13:39:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	hobbies:1 	h______ 	== 	_obbies 	RunAve=runAve spelling:chat-only:5: 15/15 100% 2.8secs 	Wed Feb 03 2021 13:39:47 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	understood:1 	u_________ 	== 	_nderstood 	RunAve=runAve spelling:chat-only:5: 16/16 100% 2.7secs 	Wed Feb 03 2021 13:40:10 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	3.0secs 	accept:3 	acc___ 	!= 	___eptt 	RunAve=runAve spelling:chat-only:5: 16/17 94% 2.7secs 	Wed Feb 03 2021 13:41:18 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	6.6secs 	tuesday:1 	t______ 	!= 	_uesdiy 	RunAve=runAve spelling:chat-only:5: 0/1  0% 6.6secs 	Thu Feb 04 2021 08:02:02 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.9secs 	tuesday:1 	t______ 	== 	_uesday 	RunAve=runAve spelling:chat-only:5: 1/2 50% 4.2secs 	Thu Feb 04 2021 08:02:10 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.9secs 	tuesday:6decreasing 	tuesda_ 	== 	______y 	RunAve=runAve spelling:chat-only:5: 2/3 66% 3.5secs 	Thu Feb 04 2021 08:02:33 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.7secs 	tuesday:5decreasing 	tuesd__ 	== 	_____ay 	RunAve=runAve spelling:chat-only:5: 3/4 75% 3.3secs 	Thu Feb 04 2021 08:05:38 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	tuesday:4decreasing 	tues___ 	== 	____day 	RunAve=runAve spelling:chat-only:5: 4/5 80% 3.1secs 	Thu Feb 04 2021 08:05:52 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	tuesday:3decreasing 	tue____ 	== 	___sday 	RunAve=runAve spelling:chat-only:5: 5/6 83% 3.0secs 	Thu Feb 04 2021 08:06:05 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.1secs 	tuesday:2decreasing 	tu_____ 	== 	__esday 	RunAve=runAve spelling:chat-only:5: 6/7 85% 3.0secs 	Thu Feb 04 2021 08:06:19 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	tuesday:1decreasing 	t______ 	== 	_uesday 	RunAve=runAve spelling:chat-only:5: 7/8 87% 2.9secs 	Thu Feb 04 2021 08:07:18 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.3secs 	ensue:1 	e____ 	== 	_nsue 	RunAve=runAve spelling:chat-only:5: 8/9 88% 2.8secs 	Thu Feb 04 2021 08:07:31 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	tuesday:1 	t______ 	== 	_uesday 	RunAve=runAve spelling:chat-only:5: 9/10 90% 2.7secs 	Thu Feb 04 2021 08:07:44 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.0secs 	ensue:1 	e____ 	== 	_nsue 	RunAve=runAve spelling:chat-only:5: 10/11 90% 2.6secs 	Thu Feb 04 2021 08:07:57 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	tuesday:1 	t______ 	== 	_uesday 	RunAve=runAve spelling:chat-only:5: 11/12 91% 2.6secs 	Thu Feb 04 2021 08:08:11 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	1.8secs 	joyous:1 	j_____ 	== 	_oyous 	RunAve=runAve spelling:chat-only:5: 12/13 92% 2.6secs 	Thu Feb 04 2021 08:08:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.8secs 	height:1 	h_____ 	== 	_eight 	RunAve=runAve spelling:chat-only:5: 13/14 92% 2.7secs 	Thu Feb 04 2021 08:08:49 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.5secs 	liquid:1 	l_____ 	== 	_iquid 	RunAve=runAve spelling:chat-only:5: 14/15 93% 2.6secs 	Thu Feb 04 2021 08:09:58 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.5secs 	jeopardy:1 	j_______ 	== 	_eopardy 	RunAve=runAve spelling:chat-only:5: 15/16 93% 2.7secs 	Thu Feb 04 2021 08:10:23 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.6secs 	echo:1 	e___ 	== 	_cho 	RunAve=runAve spelling:chat-only:5: 16/17 94% 2.7secs 	Thu Feb 04 2021 08:10:46 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	3.5secs 	sequence:2 	se______ 	!= 	__quece 	RunAve=runAve spelling:chat-only:5: 16/18 88% 2.7secs 	Thu Feb 04 2021 08:11:11 GMT-0600 (Central Standard Time)
wrong 	spelling:chat-only:5 	2.7secs 	sequence:2 	se______ 	!= 	__quonce 	RunAve=runAve spelling:chat-only:5: 16/19 84% 2.7secs 	Thu Feb 04 2021 08:11:20 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.1secs 	sequence:2 	se______ 	== 	__quence 	RunAve=runAve spelling:chat-only:5: 17/20 85% 2.7secs 	Thu Feb 04 2021 08:11:28 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.0secs 	sequence:0next-letter 	________ 	== 	s 	RunAve=runAve spelling:next-letter:5: 1/1 100% 2.0secs 	Thu Feb 04 2021 08:11:51 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	1.8secs 	sequence:1next-letter 	s_______ 	== 	e 	RunAve=runAve spelling:next-letter:5: 2/2 100% 1.9secs 	Thu Feb 04 2021 08:12:04 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.2secs 	sequence:2next-letter 	se______ 	== 	q 	RunAve=runAve spelling:next-letter:5: 3/3 100% 2.0secs 	Thu Feb 04 2021 08:12:17 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.5secs 	sequence:3next-letter 	seq_____ 	== 	u 	RunAve=runAve spelling:next-letter:5: 4/4 100% 2.1secs 	Thu Feb 04 2021 08:12:31 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	3.3secs 	sequence:4next-letter 	sequ____ 	== 	e 	RunAve=runAve spelling:next-letter:5: 5/5 100% 2.4secs 	Thu Feb 04 2021 08:12:45 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	2.2secs 	sequence:5next-letter 	seque___ 	== 	n 	RunAve=runAve spelling:next-letter:5: 6/6 100% 2.3secs 	Thu Feb 04 2021 08:12:58 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	1.9secs 	sequence:6next-letter 	sequen__ 	== 	c 	RunAve=runAve spelling:next-letter:5: 7/7 100% 2.3secs 	Thu Feb 04 2021 08:13:11 GMT-0600 (Central Standard Time)
correct 	spelling:next-letter:5 	1.6secs 	sequence:7next-letter 	sequenc_ 	== 	e 	RunAve=runAve spelling:next-letter:5: 8/8 100% 2.2secs 	Thu Feb 04 2021 08:13:24 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	3.4secs 	sequence:2 	se______ 	== 	__quence 	RunAve=runAve spelling:chat-only:5: 18/21 85% 2.7secs 	Thu Feb 04 2021 08:13:38 GMT-0600 (Central Standard Time)
correct 	spelling:chat-only:5 	2.4secs 	sequence:7decreasing 	sequenc_ 	== 	_______e 	RunAve=runAve spelling:chat-only:5: 19/22 86% 2.7secs 	Thu Feb 04 2021 08:13:52 GMT-0600 (Central Standard Time)
